old_count	cur_count	occ_diff	node_title	node_key	datasetkey
24	24	0	GBIF Brazil	cdc9736d-5ff7-4ece-9959-3c744360cdb3	3ea36590-9b79-46a8-9300-c9ef0bfed7b8
0	4121	4121	Ocean Biodiversity Information System	ba0670b9-4186-41e6-8e70-f9cb3065551a	3ecdb1fe-ef2d-4a41-b041-cc83e6498900
5	5	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	3f8690f5-11d3-455e-82ce-79e4cce97fe9
0	1	1	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	3fa039aa-54c0-45ae-918f-94615ba7a7d9
1652	1652	0	Belgian Biodiversity Platform	fb11cfe1-ebc3-45af-9159-17d9fddbcdac	40e9743f-8db3-4732-8c85-c4ca96596409
1	1	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	42b57df3-f00d-4c0f-93cd-7b82649ef59a
1	1	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	488c906f-a5c1-40cc-a69a-bf4c99f6046b
19171	19171	0	U.S. Geological Survey	8618c64a-93e0-4300-b546-7249e5148ed2	4bc6e742-69ea-4ed5-a6e5-21f674d9f884
2730	1680	-1050	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	4c2dd54e-aedb-4fbc-b1c3-72bb4a397b23
23982	27811	3829	U.S. Geological Survey	8618c64a-93e0-4300-b546-7249e5148ed2	4c3b15bd-c98f-448c-9556-810fd82e8e30
1	1	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	4dbc9b69-b03d-463e-8476-ac370c0d0e08
1	1	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	4f3f0033-2ed3-46b2-9630-0d1e0851362f
7622	7622	0	National Biodiversity Network	d897a5b9-35ee-4232-94bd-b0bcaac003c2	51de9c85-0337-4c68-9783-f13bc0aac15f
0	1031	1031	Ocean Biodiversity Information System	ba0670b9-4186-41e6-8e70-f9cb3065551a	52b430e7-923e-479a-8cb7-2f875c748d81
198007	257529	59522	BioCASE	d8bbf693-a180-4995-94fe-6130795dcf2f	5445131a-b491-44d8-9974-3ec52bde0c47
660	660	0	GBIF France	da44cd31-5901-4687-a106-6d1c7734ee3a	547be3c6-b0e5-4b28-8ecf-7c5cd6b7c4f0
16	16	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	556969c4-a01b-4a16-907d-e0e681bbf5f6
1	1	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	556b96ba-30e1-43c3-96ec-6a2c43943e48
119	119	0	GBIF France	da44cd31-5901-4687-a106-6d1c7734ee3a	561a0884-2a43-421c-bf74-15f7563842dd
2	2	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	573f6526-d575-47fb-b1b7-31d87c1ef80f
8259	8259	0	GBIF Japan	db5705aa-6a6e-42f1-8942-d77b9f4896ea	5a455e8a-51b2-4ecd-9247-cfd89f9cb768
0	2	2	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	5d4cc14a-98d3-449d-ab2e-2b99d25b5e2c
52	52	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	61558090-f762-11e1-a439-00145eb45e9a
54	54	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	629eaa80-f762-11e1-a439-00145eb45e9a
1	1	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	630eb55d-5169-4473-99d6-a93396aeae38
123	123	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	63e875e2-f762-11e1-a439-00145eb45e9a
98	98	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	64b27e40-f6d9-403f-8208-2c5058465826
327	327	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	64f20d7c-f762-11e1-a439-00145eb45e9a
132	131	-1	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	6580e39e-f762-11e1-a439-00145eb45e9a
75	69	-6	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	65de3198-f762-11e1-a439-00145eb45e9a
129	89	-40	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	65ff7222-f762-11e1-a439-00145eb45e9a
22	22	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	6884c1a0-f762-11e1-a439-00145eb45e9a
24	24	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	6a0e7e8a-f762-11e1-a439-00145eb45e9a
14	14	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	6af97e08-f762-11e1-a439-00145eb45e9a
12	12	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	6bcb0e3c-f762-11e1-a439-00145eb45e9a
0	23	23	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	6bedee85-2f44-4799-a7fe-d5ad1e141575
22	22	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	6bf83c4a-f762-11e1-a439-00145eb45e9a
0	5	5	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	6c0730bd-805a-4118-877f-0f6f277bf22f
170	170	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	6c170c2b-8792-4173-ac41-2aa1fe2b7ab7
72	72	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	6caec780-f762-11e1-a439-00145eb45e9a
3	3	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	6dd87e4c-4425-49d4-939e-265b2759830f
224	224	0	GBIF France	da44cd31-5901-4687-a106-6d1c7734ee3a	714e5f9f-03ab-4276-bd35-1c36ce3dda88
215	215	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	7154ea1c-f762-11e1-a439-00145eb45e9a
54353	54353	0	GBIF France	da44cd31-5901-4687-a106-6d1c7734ee3a	7247dc2e-b862-4555-b533-7701d183271b
11987804	11987804	0	Netherlands Biodiversity Information Facility	0909d601-bda2-42df-9e63-a6d51847ebce	740df67d-5663-41a2-9d12-33ec33876c47
15	15	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	7440a9c8-f762-11e1-a439-00145eb45e9a
267	267	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	744c1c7c-f762-11e1-a439-00145eb45e9a
338	338	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	7563f792-f762-11e1-a439-00145eb45e9a
45	45	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	760bbc8e-f762-11e1-a439-00145eb45e9a
11	11	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	768fbdbe-ad7e-415f-8e22-52c0a52c71f6
1081	1081	0	Participant Node Managers Committee	7f48e0c8-5c96-49ec-b972-30748e339115	77482be1-aa51-4db4-bda1-19c9fa31dc44
650	650	0	U.S. Geological Survey	8618c64a-93e0-4300-b546-7249e5148ed2	77ea8edb-7738-4577-a6be-e646b7b24a6e
146	134	-12	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	79819adc-f762-11e1-a439-00145eb45e9a
10	10	0	GBIF France	da44cd31-5901-4687-a106-6d1c7734ee3a	7a9dfaf3-3075-45db-a405-4e322dbf7800
256	256	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	7bc12a10-f762-11e1-a439-00145eb45e9a
2034	2034	0	Polish Biodiversity Information Network	2618bfdf-e194-4911-a241-80db3107bc51	7c01a570-a75e-11dd-b1b2-b8a03c50a862
100	100	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	7db5cac4-f762-11e1-a439-00145eb45e9a
0	2	2	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	7f8866d1-640d-4bf0-8a2c-fdeb935f323b
2191	2191	0	Biodiversity Information System of Mexico	b324e8e9-9a4c-44fa-8f1a-7f39ea7ab576	7fd1d078-f762-11e1-a439-00145eb45e9a
40	22	-18	Biodiversity Information System of Mexico	b324e8e9-9a4c-44fa-8f1a-7f39ea7ab576	802a4c8a-f762-11e1-a439-00145eb45e9a
2781	2781	0	Biodiversity Information System of Mexico	b324e8e9-9a4c-44fa-8f1a-7f39ea7ab576	806bf7d4-f762-11e1-a439-00145eb45e9a
5156	5156	0	National Biodiversity Network	d897a5b9-35ee-4232-94bd-b0bcaac003c2	808aeb00-aefc-449f-a54f-36e4a354463e
38876	38876	0	GBIF Japan	db5705aa-6a6e-42f1-8942-d77b9f4896ea	810bbd3c-f762-11e1-a439-00145eb45e9a
686	686	0	Colombian Biodiversity Information System	7e865cba-7c46-417b-ade5-97f2cf5b7be0	8183e6f8-b995-4266-b9bb-96fb784d353d
47	47	0	Belgian Biodiversity Platform	fb11cfe1-ebc3-45af-9159-17d9fddbcdac	82448a85-e723-4c19-92db-98fe2b1d076e
0	50	50	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	8360bd6f-ac7c-45d1-91c9-e3174f33a067
0	2	2	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	83dabff4-ab90-4503-bed5-a03f1dfb134d
83	83	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	85daead6-f762-11e1-a439-00145eb45e9a
677	677	0	GBIF Pakistan	e3715f62-66fe-4ecc-8c9e-7531ed0bd14c	865368a8-f762-11e1-a439-00145eb45e9a
180	135	-45	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	876e6724-f762-11e1-a439-00145eb45e9a
128	64	-64	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	8780b6b8-f762-11e1-a439-00145eb45e9a
1386	1386	0	GBIF Norway	4f829580-180d-46a9-9c87-ed8ec959b545	8904724a-8de2-41cf-848f-e6af7a80a2d3
395	395	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	89694f4e-f762-11e1-a439-00145eb45e9a
690	690	0	Scientific Committee on Antarctic Research	51e4e8ff-bff0-4996-8b27-9107d61b3478	89df1c06-1f0f-432a-bae7-c495837317c6
3427	3427	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	8ea94e2a-118c-4a53-a957-5348d48d61e1
920	788	-132	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	8ec5d782-f762-11e1-a439-00145eb45e9a
631	407	-224	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	8edeb22a-f762-11e1-a439-00145eb45e9a
75	40	-35	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	8fb46eb0-f762-11e1-a439-00145eb45e9a
174	174	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	90339e7e-e883-4877-8a2c-fdda8d271281
0	2	2	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	904598c4-3a08-4bac-9ef9-ef69dc4fa9d2
12	8	-4	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	91396d44-f762-11e1-a439-00145eb45e9a
23	23	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	91e4afa6-f762-11e1-a439-00145eb45e9a
364	364	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	9232283a-f762-11e1-a439-00145eb45e9a
15	13	-2	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	9581277a-f762-11e1-a439-00145eb45e9a
1	1	0	Pacific Biodiversity Information Forum	3b9510fc-5943-45d3-b08d-5b4e1e7c385e	96beb7d8-f762-11e1-a439-00145eb45e9a
12147	12147	0	DanBIF - Danish Biodiversity Information Facility	4ddd294f-02b7-4359-ac33-0806a9ca9c6b	96c4aa76-f762-11e1-a439-00145eb45e9a
290333	290333	0	U.S. Geological Survey	8618c64a-93e0-4300-b546-7249e5148ed2	96ca66b4-f762-11e1-a439-00145eb45e9a
587	587	0	National Biodiversity Network	d897a5b9-35ee-4232-94bd-b0bcaac003c2	9703e992-4050-462f-80f3-18f766af5cf3
26	26	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	9773cd8a-f762-11e1-a439-00145eb45e9a
381	381	0	GBIF Norway	4f829580-180d-46a9-9c87-ed8ec959b545	986d4f73-db26-4e13-b597-76716b1d4c67
0	13	13	Ocean Biodiversity Information System	ba0670b9-4186-41e6-8e70-f9cb3065551a	9bb4a2d0-118f-41d3-b260-b7574048162e
0	4	4	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	9be49976-694a-414b-9003-72ee082a60d9
122038	122038	0	National Biodiversity Network	d897a5b9-35ee-4232-94bd-b0bcaac003c2	a072acef-4ec2-4a2d-8532-cd19ebe5fabc
77637	77637	0	National Biodiversity Network	d897a5b9-35ee-4232-94bd-b0bcaac003c2	a0fd78d0-6805-44ea-a9b9-ee19b710b722
14635	14635	0	Biodiversity Information System of Mexico	b324e8e9-9a4c-44fa-8f1a-7f39ea7ab576	a1229594-2bce-4682-8674-d3db51da9923
128	128	0	GBIF France	da44cd31-5901-4687-a106-6d1c7734ee3a	a1420e99-74ab-4ea6-931d-a0c15d3c0045
136	136	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	a23fcefa-299b-4695-be53-d3d82b0c7677
429	429	0	GBIF Japan	db5705aa-6a6e-42f1-8942-d77b9f4896ea	a25471c2-44ed-47f6-ad80-b770f388a804
1	1	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	a2683c3d-07c5-4b79-84e5-cfffd7638d42
0	2	2	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	a5dd5d5b-3df7-411e-9259-1133b13c6727
14	14	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	a7d7e32a-80c5-419e-aa74-75daf4497a88
0	120464	120464	GBIF Estonia	2c11b821-d22b-4c64-8cd3-c1578173b129	a7ef675a-9851-4919-ac77-a0f956e70d2b
0	3	3	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	a872dd7b-78ba-4c1b-9b32-0db8fd9e83f4
60202	60202	0	GBIF Andorra	8df8d012-8e64-4c8a-886e-521a3bdfa623	a8adde1c-1d66-4ad0-846f-cdf59fc4cb0f
1	1	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	aa6c3273-b562-4cbb-94eb-c46158b0cd81
4104	4104	0	Atlas of Living Australia	4a6f1b71-969e-4fc5-a693-282b05e1220c	ac9ccbe6-263f-41a8-a865-7979712bb2b4
2	2	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	b575c0d4-1c3c-40c3-97bd-f160337a677b
5335	5335	0	National Biodiversity Network	d897a5b9-35ee-4232-94bd-b0bcaac003c2	b73a16c3-d258-469d-a6ea-4a87bcfb9b6c
1	1	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	bb0a8a5e-6a00-4b09-90e7-e7fc2c73bb2c
342	342	0	National Biodiversity Network	d897a5b9-35ee-4232-94bd-b0bcaac003c2	bd5b2544-6a60-4c1b-b153-c1cc0220eb3f
2751	2751	0	Belgian Biodiversity Platform	fb11cfe1-ebc3-45af-9159-17d9fddbcdac	c19a2731-65c5-4f62-87d0-afbf49d1c7ce
3	3	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	c8aad5ce-26a3-465d-98bb-71472fc1f737
3	3	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	cc363d69-1393-4b91-ab56-342ac844a6a1
3	3	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	cf34e3e4-bf24-4ff5-9fd4-e42a13f7e1fb
6	6	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	cfb865bd-ba49-471b-92fa-4ee0e8843f11
4	4	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	d1a82106-496f-4969-88e0-1d4f54e0dbff
1	1	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	d2c0428c-3e82-4419-b554-e5ad88893140
22	22	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	d66d482b-416a-461d-a5b2-7c60898c4e67
24	24	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	d9c9335f-8c7b-4ac9-855f-079fce850cd5
0	4	4	Ocean Biodiversity Information System	ba0670b9-4186-41e6-8e70-f9cb3065551a	db513e18-9178-40ae-a3a3-9159c6705341
0	59	59	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	de9c0c06-0e7d-44a6-a582-d41a346233f6
1792	1792	0	Biodiversity Information System of Mexico	b324e8e9-9a4c-44fa-8f1a-7f39ea7ab576	e2f48768-39a3-4fdf-894c-52b9776ead07
0	14	14	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	e565126f-f2fd-49ec-a19c-7f95c6673744
409	409	0	Biodiversity Information System of Mexico	b324e8e9-9a4c-44fa-8f1a-7f39ea7ab576	e712edab-eaf9-45df-b576-4dffd043eb0c
0	7	7	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	e9e83aca-0ab2-48dc-a701-70be4e456901
12046	12046	0	GBIF Brazil	cdc9736d-5ff7-4ece-9959-3c744360cdb3	eab87e69-2ff6-4a67-9747-962b76fbd7cc
1175	1175	0	GBIF France	da44cd31-5901-4687-a106-6d1c7734ee3a	edd7a106-086a-4c45-9d5f-13cc31d5c781
79	79	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	edfb4093-4bf9-40ed-9fb4-bf492ccad12e
7056	9128	2072	GBIF Brazil	cdc9736d-5ff7-4ece-9959-3c744360cdb3	eee198af-c61d-489a-84f7-fef567e8c8d0
41	41	0	GBIF Germany	4f6826f2-4ff6-443d-b966-e6913bd24013	f05c6a3d-511c-421b-a9f8-a1bb3381d4b4
334	334	0	Colombian Biodiversity Information System	7e865cba-7c46-417b-ade5-97f2cf5b7be0	f187d1b1-12ba-4a6f-87cc-89537d3f768d
1	1	0	GBIF France	da44cd31-5901-4687-a106-6d1c7734ee3a	f19514ed-e7f5-454f-9b1a-5f2dea3b759e
4004	4004	0	GBIF Viet Nam	7f4b5eab-2edf-4b46-9360-d9574ab0f1d7	f36e1dc7-3c7f-48fa-a4d0-c84546d7309a
140	140	0	GBIF France	da44cd31-5901-4687-a106-6d1c7734ee3a	f3c2f36f-c8c4-40a2-ad34-db94a2bb9045
0	3	3	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	f3fe1336-f9be-4f9d-84f6-8713b988de3a
1054	1054	0	Colombian Biodiversity Information System	7e865cba-7c46-417b-ade5-97f2cf5b7be0	f5375a07-ead8-4d26-bd1b-e216187b97a4
26	26	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	f5660d5f-874f-40ae-b470-0d4b97cccf47
555	555	0	Ocean Biodiversity Information System	ba0670b9-4186-41e6-8e70-f9cb3065551a	f76041b1-53f6-448d-a2e1-4302bf80c93c
711	711	0	GBIF Japan	db5705aa-6a6e-42f1-8942-d77b9f4896ea	f7cba820-766f-4bdb-b202-645e130ab51f
0	3	3	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	f96a6057-7cdd-462e-9ea1-19d7255d4816
4	4	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	fa3e43c1-b578-48ca-bc8a-3f2eed5e8fa8
92	92	0	Secretariat of the Pacific Regional Environment Programme	29c6a139-ea7f-41f5-8d9b-c55af8736182	fade3e7a-82c5-4652-b482-03dbd1510b18
51	51	0	Colombian Biodiversity Information System	7e865cba-7c46-417b-ade5-97f2cf5b7be0	fd5ae2bb-6ee6-4e5c-8428-6284fa385f9a
1185	1185	0	National Biodiversity Network	d897a5b9-35ee-4232-94bd-b0bcaac003c2	fde6738c-0363-4f9e-99c5-4c46ed0d3e78
319	319	0	National Biodiversity Network	d897a5b9-35ee-4232-94bd-b0bcaac003c2	fe17fe38-29d7-48ec-a4f6-bda16a39679f
17	17	0	GBIF France	da44cd31-5901-4687-a106-6d1c7734ee3a	ff4f16f0-a883-480e-9537-7704b70b9929
0	4	4	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	00f4d858-4541-4cb8-a271-24f313d19409
0	83	83	Participant Node Managers Committee	7f48e0c8-5c96-49ec-b972-30748e339115	011f965d-d5f5-4f76-af22-b7d051a23b3c
398	398	0	International Centre for Insect Physiology and Ecology	b9628650-eeb8-44e3-80b8-ea6626956793	01e012f0-3bd1-11df-92f0-f27520308d26
2	2	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	0313c9b7-5656-4c15-8218-3bea41391dbf
16	16	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	03168ca4-19e8-4ef5-a000-0e23e0c1a0d2
61	61	0	GBIF France	da44cd31-5901-4687-a106-6d1c7734ee3a	05e266bf-bcbd-494c-8426-050c29090fb2
0	1	1	Participant Node Managers Committee	7f48e0c8-5c96-49ec-b972-30748e339115	06af4db8-d7e6-48ee-8211-2c1ed7104225
2	2	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	0830c7cf-1501-4d09-8b2e-23ad9e138194
285	285	0	Colombian Biodiversity Information System	7e865cba-7c46-417b-ade5-97f2cf5b7be0	086abfe4-f8c7-439c-a462-3f3453fa0a11
3	3	0	GBIF France	da44cd31-5901-4687-a106-6d1c7734ee3a	08fded02-d8ef-4346-a98a-7b5a702fcf73
0	3	3	Ocean Biodiversity Information System	ba0670b9-4186-41e6-8e70-f9cb3065551a	0b25f86b-8aa3-4813-9898-d042b96b1169
0	108	108	Belgian Biodiversity Platform	fb11cfe1-ebc3-45af-9159-17d9fddbcdac	0d1097d8-424c-48d0-b673-7dba8ca78ef7
1648	1648	0	GBIF France	da44cd31-5901-4687-a106-6d1c7734ee3a	0d3f1746-10d6-432a-b3dc-efda6904e198
1297	1297	0	GBIF France	da44cd31-5901-4687-a106-6d1c7734ee3a	0faa80bb-8d05-476c-abe2-007a553cda72
2	2	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	109af072-400a-43d8-9472-7bf2feaa447e
1	1	0	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	10ae4c09-0fbf-4674-a67b-9a3ec7481129
0	69	69	Ocean Biodiversity Information System	ba0670b9-4186-41e6-8e70-f9cb3065551a	10f3539f-de9a-44ba-bfd1-feadb202b2e7
0	24	24	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	13966468-dd95-41ee-9647-85edbdaae120
0	10	10	Plazi	ffb07bec-2d10-492d-9c37-361fe0b79427	162b439b-d42e-4ccb-80db-a2205f1d0934
23798	23798	0	Atlas of Living Australia	4a6f1b71-969e-4fc5-a693-282b05e1220c	16e7e918-38c8-4679-a612-22d933d34946
